"sentence","startTime","endTime","speaker_id","speaker_name"
"E aí você falou com ela, com o Sexy.","02:43","02:46",0,"Rodrigo Faerman"
"Aí a gente meio que fez uma estruturação do site dela.","02:46","02:50",1,"Marseau"
"O site dela também estava carecendo de call to action pra coletar interessados.","02:50","02:58",1,"Marseau"
"Aí eu aproveitei essa reformulação em branding dela pra também trazer ..","02:58","03:03",1,"Marseau"
"Coletar o formulário mesmo da pessoa que tá interessada no trabalho dela.","03:03","03:08",1,"Marseau"
"Cara, e aí...","03:11","03:13",0,"Rodrigo Faerman"
"O que eu comecei a discutir com ela?","03:13","03:17",1,"Marseau"
"E aí essa é uma das coisas que eu queria até bater papo contigo.","03:17","03:20",1,"Marseau"
"Do meu lado, especificamente, do que eu gostaria de fazer, acho que fiquei muito na cabeça do que você comentou muito sobre o Enroi, o valor que ele depende, se for migrar para high ticket, aí tive que pensar o que seria o produto para esse ponto.","03:20","03:37",1,"Marseau"
"Só que por outro lado, a minha esposa tá precisando alavancar, ela já tem o produto pronto.","03:37","03:42",1,"Marseau"
"Então eu tô indo numa linha muito de ser o apoio dela agora pra dar uma alavancada no processo dela.","03:42","03:47",1,"Marseau"
"Ela tá querendo agora levar o ticket dela, porque como ela começou a trazer...","03:47","03:54",1,"Marseau"
"Quanto que tá o ticket dela?","03:54","03:55",0,"Rodrigo Faerman"
"Cara, onde ela foi?","03:55","03:56",0,"Rodrigo Faerman"
"Me lembra o nome dela ou não?","03:56","03:57",0,"Rodrigo Faerman"
"Sarah.","03:57","03:58",0,"Rodrigo Faerman"
"Sarah, com H no final.","03:58","04:00",1,"Marseau"
"É o nome da minha namorada, né?","04:00","04:03",0,"Rodrigo Faerman"
"Hoje ela cobra R$750,00 por mês e ela faz processo de cinco meses.","04:07","04:14",1,"Marseau"
"Não, mas para que?","04:14","04:15",0,"Rodrigo Faerman"
"O que ela faz?","04:15","04:16",0,"Rodrigo Faerman"
"O processo dela hoje, a gente falou muito da metodologia da neurociência aplicada.","04:16","04:22",1,"Marseau"
"Você falou cinco, quantos meses?","04:22","04:23",0,"Rodrigo Faerman"
"Seis meses?","04:23","04:24",0,"Rodrigo Faerman"
"Cinco meses.","04:24","04:25",1,"Marseau"
"O que é o processo dela?","04:29","04:30",1,"Marseau"
"Ela utiliza como ferramenta a neurociência, mas o objetivo dela principal é fazer com que a pessoa abstrave os próprios bloqueios internos dela.","04:30","04:39",1,"Marseau"
"Bloqueios que ela tem imperceptíveis.","04:39","04:41",1,"Marseau"
"Ela trabalha muito a questão do crítico, isso é pouco ligado com a inteligência positiva do Shizaji.","04:41","04:49",1,"Marseau"
"Ela trabalha sabotadores, trabalha o crítico.","04:49","04:52",1,"Marseau"
"e aí ela junta isso com primeiro fazendo essa avaliação de sabotadores crítico e lado do cérebro que você é predominante e depois ela vai pra navega pra falar dos talentos pra de fato ajudar a pessoa entendendo melhor quais são as coisas que bloqueiam entende também eu posso.","04:52","05:10",1,"Marseau"
"Gravar porque depois eu anoto menos coisas Tá.","05:10","05:20",0,"Rodrigo Faerman"
"Perfeito.","05:20","05:21",0,"Rodrigo Faerman"
"Essa já é a metodologia dela.","05:21","05:23",0,"Rodrigo Faerman"
"Isso.","05:23","05:24",0,"Rodrigo Faerman"
"Por que o contrato ela?","05:24","05:28",0,"Rodrigo Faerman"
"A gente hoje posicionou ela para três públicos específicos.","05:28","05:32",1,"Marseau"
"Executivos e líderes que não estão conseguindo ser promovidos ou ter o reconhecimento, chegar em uma reunião e não ser reconhecido.","05:32","05:43",1,"Marseau"
"Então, trabalhar pouco de presença mais autêntica da pessoa.","05:43","05:46",1,"Marseau"
"dentro do ambiente corporativo.","05:47","05:50",1,"Marseau"
"Público de pais e mães que estão em contato com os filhos, mas sentem que não estão ali de fato, trabalhar também a presença com os filhos.","05:50","06:01",1,"Marseau"
"E o terceiro público que são de pessoas que estão em transição, seja uma transição profissional, uma transição pessoal, para que ela principalmente no momento de transição, você começa a ter muito crítico te limitando, né?","06:01","06:12",1,"Marseau"
"Pô, você não vai conseguir, não vai ser...","06:12","06:15",1,"Marseau"
"é melhor não fazer, então ajuda também a pessoa a ter coragem de fazer o movimento, ou pra pessoa que já teve a coragem de fazer o movimento, como que ela consegue fazer isso de uma forma pouco mais...","06:15","06:25",1,"Marseau"
"de uma forma mentalmente mais saudável, tá?","06:25","06:28",1,"Marseau"
"O objetivo principal aqui é justamente destravar a pessoa pra ela poder, em uma dessas frentes, ela poder ter sentimento de que ela tá ali, tá com as pessoas, e ter o reconhecimento pelo que ela tá fazendo de trabalho.","06:28","06:44",1,"Marseau"
"Então hoje, depois até te mando, acho que não vamos entrar muito no detalhe, mas depois eu te mando como era o site antes, como ele tá agora, até pra você dar uma olhada.","06:44","06:52",1,"Marseau"
"E pra quanto foi o processo dela?","06:54","06:57",0,"Rodrigo Faerman"
"Vocês fizeram alguma...","06:57","06:58",0,"Rodrigo Faerman"
"Olharam isso?","06:58","06:59",0,"Rodrigo Faerman"
"O valor?","06:59","07:00",1,"Marseau"
"A gente tá querendo migrar pra fazer uma construtoria, quando for trabalho mais em grupo, tem que ser grupo pequeno, não dá pra ser grupo muito grande.","07:00","07:08",1,"Marseau"
"Então quando for grupo pequeno, trabalhar com ticket de 5 mil reais, é...","07:08","07:14",1,"Marseau"
"de 5 mil reais por mês, tá?","07:14","07:17",1,"Marseau"
"E quando for o produto de grupo...","07:17","07:22",1,"Marseau"
"5 mil no grupo, qual que é a grande questão?","07:22","07:25",1,"Marseau"
"Esse é produto que não existe, a gente tá formulando ele ainda.","07:25","07:28",1,"Marseau"
"Quando a gente vai pro individual, que é o que ela já tem, a ideia é a gente passar pra 10 mil reais por pessoa, de 10 a 15 mil reais, a gente ainda tá fechando esse número.","07:28","07:37",1,"Marseau"
"E uma das principais dificuldades que ela tem hoje, ela não sabe ainda fazer uma venda high ticket e a gente não tem também uma estrutura de funil de aquisição de clientes high ticket.","07:41","07:57",1,"Marseau"
"Executivos e líderes, ela acaba trabalhando muito a página dela do LinkedIn, então a gente além de reformular o site dela, a gente reformulou o LinkedIn dela.","07:57","08:05",1,"Marseau"
"E a gente agora tá estruturando criação de conteúdos pra que ela comece a realmente ter posicionamento não só do que é a pessoa entrar no perfil dela, mas de ter contato pouco do que é o pitch dela.","08:06","08:20",1,"Marseau"
"E aí eu comecei, acabei, cara, dentro dessa dúvida de como a gente poderia adquirir clientes pra esse tipo de trabalho e pensando que é ticket pouco mais elevado.","08:20","08:33",1,"Marseau"
"Comecei a estudar pouco o funil de marketing mesmo, principalmente marketing digital.","08:34","08:40",1,"Marseau"
"E aí eu acabei me deparando com cara que hoje ele tá trabalhando de uma forma, nos Estados Unidos, diferente do que é o convencional aqui no Brasil.","08:42","08:51",1,"Marseau"
"Geralmente marketing digital você faz aqui no Brasil, você faz o lançamento do teu curso, você bota o teu curso na Hotmart, você tenta vender o curso, eventualmente uma mentoria, uma consultoria ali.","08:51","09:01",1,"Marseau"
"Esse cara trabalha de uma forma diferente, ao invés dele fazer o curso já do zero e ver se ele vende, ele antes de fazer o curso, Ele provoca pra fazer desafio com o público, então ele atrai as pessoas.","09:01","09:11",1,"Marseau"
"O nome dojo eu não sei se você conhece, mas chama Challenge Funnel.","09:11","09:15",1,"Marseau"
"Não sei se você já ouviu falar.","09:15","09:16",1,"Marseau"
"De quem que é?","09:16","09:17",0,"Rodrigo Faerman"
"Quem que é o cara?","09:17","09:19",1,"Marseau"
"Chama Fábio Soares o cara.","09:19","09:20",1,"Marseau"
"eu conheço.","09:20","09:22",0,"Rodrigo Faerman"
"Isso aí é super usado aqui, tá?","09:22","09:26",0,"Rodrigo Faerman"
"Eu mesmo tô numa agora que tá acontecendo isso.","09:26","09:29",0,"Rodrigo Faerman"
"Tá fazendo Challenge Funnel, né?","09:29","09:30",1,"Marseau"
"Participando por...","09:30","09:31",0,"Rodrigo Faerman"
"eu conheço o conteúdo da galera, mas eu queria ver o formato.","09:31","09:35",0,"Rodrigo Faerman"
"É isso.","09:35","09:36",1,"Marseau"
"Tem a galera que tá...","09:36","09:38",0,"Rodrigo Faerman"
"a metodologia Hotmart de fazer o negócio já não...","09:38","09:42",0,"Rodrigo Faerman"
"Já passou, faz muito tempo.","09:42","09:45",1,"Marseau"
"Ainda funciona, tá?","09:45","09:46",0,"Rodrigo Faerman"
"Mas é pra uma aplicação pouquinho diferenciada.","09:46","09:51",0,"Rodrigo Faerman"
"Mas beleza, né?","09:51","09:51",0,"Rodrigo Faerman"
"Então, cara, comecei a me aprofundar nisso.","09:52","09:56",1,"Marseau"
"conhecimento que eu não tinha.","09:56","09:58",1,"Marseau"
"Maravilha.","09:58","09:59",1,"Marseau"
"Ele é super bem, super, fatura uma grana animal, é dos caras mais bem seguidos brasileiros fora.","09:59","10:07",0,"Rodrigo Faerman"
"E ele tem o contato com os caras que são o Russel Brunson, esses caras lá fora.","10:07","10:11",1,"Marseau"
"É a parada desses caras.","10:11","10:13",0,"Rodrigo Faerman"
"Ele é super, ele é o brasileiro mais reconhecido dentro do esquema do Russel, do Clique Funnels, acho que é o nome.","10:13","10:20",0,"Rodrigo Faerman"
"Challenge Funnels.","10:20","10:21",1,"Marseau"
"O ClickFunnels é o produto dele.","10:22","10:24",0,"Rodrigo Faerman"
"o ClickFunnels é o produto dele, perfeito.","10:24","10:25",1,"Marseau"
"É a plataforma que ele faz o.","10:25","10:27",0,"Rodrigo Faerman"
"Lançamento do Challenge Funnel.","10:27","10:29",1,"Marseau"
"Perfeito, perfeito.","10:29","10:31",1,"Marseau"
"Cara, e aí ele fez desafio, o próprio Fábio, porque aí a maneira como ele, nessa estrutura de Challenge Funnel, você não só chega ensinando conteúdo, mas você aplica ele com as pessoas.","10:31","10:44",1,"Marseau"
"Já vai aplicando, já sai com algo.","10:44","10:46",0,"Rodrigo Faerman"
"E eu achei tesão porque.","10:46","10:48",1,"Marseau"
"Eu.","10:51","10:51",0,"Rodrigo Faerman"
"Mesmo que já comprei cursos, vários cursos bons, mas a grande maioria é uma merda.","10:51","10:57",1,"Marseau"
"E você não tem aquele acompanhamento, você não tem uma equipe próxima, você não tem nada que pode te dar suporte.","10:57","11:04",1,"Marseau"
"Então o challenge dele que eu comprei justamente é challenge para ensinar como você trabalha de channel de fã.","11:04","11:13",1,"Marseau"
"E aí tem a esposa dele que já foi vendedora de seguros e tal, ela é uma baita de uma...","11:13","11:19",1,"Marseau"
"comercialmente muito boa.","11:19","11:21",1,"Marseau"
"Comecei a juntar tudo isso e falar assim, bom, já que eu tô adquirindo esse conhecimento e a minha esposa já tem o produto, eu vou meio que ser o produtor dela para fazer esse negócio acontecer.","11:21","11:32",1,"Marseau"
"E aí eu comecei a pegar muito da cor de como ele atrai as pessoas pro Challenge, mas principalmente como que.","11:32","11:38",1,"Marseau"
"Ele faz a venda do High Ticket.","11:38","11:39",0,"Rodrigo Faerman"
"No Channel, no Challenge Fan.","11:39","11:41",1,"Marseau"
"E isso eu achei bem interessante, achei que é negócio bem legal.","11:41","11:45",1,"Marseau"
"Prático.","11:45","11:46",0,"Rodrigo Faerman"
"Você não tem que gravar curso inteiro, você vai lá e faz Zoom, a pessoa tem contato ao vivo com você.","11:48","11:52",1,"Marseau"
"Ninguém mais grava Zoom inteiro, isso não existe há anos.","11:52","11:55",0,"Rodrigo Faerman"
"Essa coisa é até para gravar conteúdo, ou você vai gravar as aulas ao vivo, depois você disponibiliza e fica conteúdo, ou que a gente faz de uma forma muito prática, que é muito legal.","11:55","12:08",0,"Rodrigo Faerman"
"O seguinte, você vende como promessa.","12:08","12:11",0,"Rodrigo Faerman"
"qual é a promessa, qual é a transformação, qual a dor que eu resolvo, qual é o desejo que eu consigo tangibilizar, aí é isso aqui, é essa estrutura, aí você o que você faz, você estrutura uma aula.","12:12","12:33",0,"Rodrigo Faerman"
"Você fala assim, olha, nesse processo vai ter pouco da tua metodologia, a gente decupa, mas eu não tenho a segunda, terceira, quarta, quinta aula, sei lá quantas aulas, nada feito.","12:33","12:43",0,"Rodrigo Faerman"
"Aí, mesmo ao vivo, aí eu faço uma primeira aula...","12:43","12:52",0,"Rodrigo Faerman"
"Obrigado.","12:53","12:54",0,"Rodrigo Faerman"
"Esse é o.","13:09","13:22",1,"Marseau"
"Peixe para as duas pessoas?","13:32","13:33",0,"Rodrigo Faerman"
"Ele é o executivo vezes dois?","13:36","13:39",0,"Rodrigo Faerman"
"Ele é o tamanho do executivo, não é?","13:39","13:42",0,"Rodrigo Faerman"
"Não, porque ele é meio milhão, meio menor.","13:42","13:45",0,"Rodrigo Faerman"
"Tem bem menos peixe.","13:45","13:46",0,"Rodrigo Faerman"
"Pra duas pessoas?","13:46","13:48",0,"Rodrigo Faerman"
"É como se eu tivesse pedido dois executivos ou não?","13:48","13:51",0,"Rodrigo Faerman"
"É muito mais?","13:51","13:52",0,"Rodrigo Faerman"
"Achei que era pouquinho maior.","13:52","13:55",0,"Rodrigo Faerman"
"Obrigado.","13:55","13:58",0,"Rodrigo Faerman"
"Tem umas três vilas gigantes.","14:06","14:10",1,"Marseau"
"É, assim, eu normalmente não vou pedir aqui.","14:10","14:14",0,"Rodrigo Faerman"
"Mas assim, pra pedir peixe grande, sabe lugar muito legal?","14:14","14:20",0,"Rodrigo Faerman"
"Que eu gosto e, cara, ele é turista, mas ele é muito bom.","14:20","14:25",0,"Rodrigo Faerman"
"Eu, poucas.","14:25","14:26",0,"Rodrigo Faerman"
"Já foi lá?","14:26","14:27",0,"Rodrigo Faerman"
"Nunca, já ouvi falar, mas eu nunca fui.","14:27","14:29",1,"Marseau"
"Porra, cara, é incrível.","14:29","14:30",0,"Rodrigo Faerman"
"É incrível, assim, porções...","14:30","14:33",0,"Rodrigo Faerman"
"Você pega a porção...","14:33","14:34",0,"Rodrigo Faerman"
"Minerosa, né?","14:34","14:35",0,"Rodrigo Faerman"
"Minerosa, mas assim, você pede a porção pra duas pessoas que é pra quatro.","14:35","14:39",0,"Rodrigo Faerman"
"É impressionante.","14:39","14:42",0,"Rodrigo Faerman"
"Vou pegar essa aqui, é pouquinho menor.","14:42","14:43",0,"Rodrigo Faerman"
"Vai dar bom.","14:43","14:44",1,"Marseau"
"É, não, ele é mais grussel mesmo.","14:46","14:49",0,"Rodrigo Faerman"
"Antes de você chegar eu tinha perguntado várias vezes.","14:49","14:55",0,"Rodrigo Faerman"
"Mas aí, então, essa é uma forma...","14:55","15:04",0,"Rodrigo Faerman"
"A galera faz isso, você dá uma aula ao vivo, aí você fala como foi, o que você gostou, o que você não gostou, o que você tá buscando.","15:05","15:14",0,"Rodrigo Faerman"
"Daí, antes da segunda aula, a galera responde tudo isso.","15:14","15:18",0,"Rodrigo Faerman"
"Eles falam, tá aí os tópicos da segunda aula.","15:18","15:22",0,"Rodrigo Faerman"
"E você vai fazendo isso, né?","15:22","15:25",0,"Rodrigo Faerman"
"é mega baseado na latência.","15:25","15:30",0,"Rodrigo Faerman"
"E adivinha, quem vai assistir a aula, fala caramba, é exatamente isso que eu tava precisando.","15:30","15:36",0,"Rodrigo Faerman"
"Então tem processo muito legal.","15:36","15:39",0,"Rodrigo Faerman"
"Ele é construtivo com aquela audiência daquele negócio, daquele público.","15:39","15:44",1,"Marseau"
"E é isso, porque assim, talvez a tua esposa queira Fala, não, esse é tópico importante porque eu preciso entender os princípios...","15:44","15:55",0,"Rodrigo Faerman"
"tô inventando, né?","15:55","15:55",0,"Rodrigo Faerman"
"Meu, assim, hein, né?","15:55","15:58",0,"Rodrigo Faerman"
"E sabe o que a pessoa queira?","15:58","15:59",0,"Rodrigo Faerman"
"Não é isso.","15:59","16:01",0,"Rodrigo Faerman"
"Aí vai falar, não, eu não vou falar?","16:01","16:02",0,"Rodrigo Faerman"
"Cara, talvez seja ..","16:02","16:04",0,"Rodrigo Faerman"
"Olha, pra quem se interessar em se aprofundar, entender, eu vou deixar aqui disponível uma aula gravadinha, não perde tempo.","16:04","16:11",0,"Rodrigo Faerman"
"E tem uma coisa interessante também que.","16:12","16:14",0,"Rodrigo Faerman"
"Ele pega, ele não só pega o que é o caminho do conteúdo, como ele também liga com as omissões, né?","16:14","16:20",1,"Marseau"
"Quando você faz esse formato, o que a galera reclamou, o que a galera não gostou, ele consegue adequar isso com muita agilidade.","16:20","16:26",1,"Marseau"
"Toda a tua oferta Ela acontece em cima das objeções, de certa forma.","16:26","16:32",0,"Rodrigo Faerman"
"Porque você vai empilhando essas objeções, inclusive você traz.","16:32","16:36",0,"Rodrigo Faerman"
"Então você fala, se você não está confiante, eu te dou 30 dias de garantia.","16:36","16:40",0,"Rodrigo Faerman"
"Se você não sei o que, às vezes não é.","16:40","16:42",0,"Rodrigo Faerman"
"Daí a pessoa fala, cara, não tem mais nenhuma objeção.","16:42","16:45",0,"Rodrigo Faerman"
"Total, total.","16:45","16:47",1,"Marseau"
"Se você não conseguir resultado em duas semanas, não conseguir a primeira venda em duas semanas.","16:47","16:51",0,"Rodrigo Faerman"
"Eu te dou outro dinheiro.","16:51","16:52",0,"Rodrigo Faerman"
"Aí a pessoa fala, cara, não tem risco.","16:52","16:54",0,"Rodrigo Faerman"
"Bom.","17:00","17:01",0,"Rodrigo Faerman"
"Tá.","17:01","17:01",0,"Rodrigo Faerman"
"E aí?","17:01","17:05",0,"Rodrigo Faerman"
"Aí eu percebi que esse era conteúdo que, de certa forma, conversa pouco com o que ela quer fazer.","17:05","17:14",1,"Marseau"
"Ajuda a gente a evoluir com o produto sem ter custo excessivo de realmente gravar curso.","17:14","17:21",1,"Marseau"
"Então, do ponto de vista de investimento inicial versus o que você tem de feedback é do caralho, porque o feedback vem ao vivo, né?","17:21","17:27",1,"Marseau"
"É animal.","17:27","17:29",0,"Rodrigo Faerman"
"E à medida que a gente vai fortalecendo o produto dela, eu vou usar isso também para adaptar e criar o meu produto.","17:32","17:38",1,"Marseau"
"Porque eu realmente estou...","17:38","17:46",1,"Marseau"
"É aquela história assim, se você não tiver essa preocupação financeira.","17:46","17:51",1,"Marseau"
"Não quero o caminho de passar em IT de novo, não quero trabalhar na empresa de novo.","17:51","17:55",1,"Marseau"
"É retrocesso que você não consegue voltar mais.","17:55","18:01",0,"Rodrigo Faerman"
"Então a gente tá, daquela nossa conversa inicial, é onde eu tô agora.","18:01","18:07",1,"Marseau"
"Maravilha, evoluiu bem.","18:07","18:10",0,"Rodrigo Faerman"
"O que eu queria ver contigo, né?","18:10","18:13",1,"Marseau"
"Primeiro, você trabalha com isso, né?","18:13","18:19",0,"Rodrigo Faerman"
"Vê não no sentido só de...","18:19","18:24",1,"Marseau"
"a gente eventualmente se ajudar com alguma coisa, se você tiver precisando de braço, alguma coisa pra ajudar, eu começar também a aprender onde eu tô contigo, mas também a gente fazer trabalho de mentoria aí, acho que você tá entendendo pouco de onde eu tô chegando no sentido de o que eu tô precisando, né?","18:26","18:44",1,"Marseau"
"ver do teu trabalho de fato o que você poderia fazer pra gente eventualmente fazer pacote de mentoria tua.","18:44","18:51",1,"Marseau"
"Aí seria especificamente olhando o produto da Sarah, que já tá pronto, né?","18:51","18:55",1,"Marseau"
"Mas obviamente eu estaria ali muito junto porque você quase ficou o produtor dela ali e ajudar a botar de pé.","18:55","19:00",1,"Marseau"
"Então eu queria ver contigo o que você acha, como você acha que a gente poderia eventualmente trabalhar junto, se você eventualmente não tá precisando de braço, mas o cara poderia minimamente me colocar até meio que sem pagar nada pra eu realmente aprender.","19:03","19:14",1,"Marseau"
"Eu tô achando que eu tô numa fase que eu quero, do conhecimento que eu tô adquirindo, eu quero de alguma maneira botar em prática.","19:14","19:19",1,"Marseau"
"Então eu tenho hoje a Sarah, que tem produto.","19:19","19:22",1,"Marseau"
"A Sarah tem uma amiga dela que tá com uma cabeça muito parecida com a nossa, que já ano passado chegou a gravar cursos Qual que é o ramo dela?","19:22","19:34",1,"Marseau"
"O ramo dela é ramo de estética, faz micro pigmentação pra mulher.","19:34","19:39",1,"Marseau"
"E ela tem uma história meio fodida pra contar porque ela começou isso há 20 anos atrás, foi uma das pioneiras no Brasil com isso.","19:39","19:45",1,"Marseau"
"Ela já tem uma marca reconhecida, ela já é uma marca reconhecida nesse mercado.","19:45","19:49",1,"Marseau"
"Maravilha, legal.","19:49","19:51",0,"Rodrigo Faerman"
"E aí a gente, o que eu tava conversando com ela foi justamente do curso que eu tava aprendendo e tal.","19:51","19:59",1,"Marseau"
"E ela falou, puta, eu acho que eventualmente agora participa a gente.","19:59","20:04",1,"Marseau"
"Então, em teoria, que é a ideia que a gente tá organizando?","20:04","20:07",1,"Marseau"
"Seria meio que o operacional co-produtor delas, e elas teriam o produto, eles seriam as experts que estariam, né, colocando a carne na tapa ali pra fazer a apresentação.","20:07","20:18",1,"Marseau"
"Então, é isso.","20:18","20:19",1,"Marseau"
"Incrível, cara, eu acho que Uma coisa muito legal que tu já tá fazendo é colocando em ação.","20:19","20:32",0,"Rodrigo Faerman"
"Isso aí também seja dos...","20:32","20:35",0,"Rodrigo Faerman"
"o que diferencia os Padawans aí, né, do...","20:35","20:44",0,"Rodrigo Faerman"
"do teu pessoal.","20:44","20:45",0,"Rodrigo Faerman"
"Tem galera que tem lugar idealizado, mas não age.","20:45","20:52",0,"Rodrigo Faerman"
"É...","20:53","20:56",0,"Rodrigo Faerman"
"Então acho que isso aí já é avanço super, super legal.","20:57","21:02",0,"Rodrigo Faerman"
"Questão de você estar sendo operacional da tua mulher animal, é importante ela ter...","21:02","21:11",0,"Rodrigo Faerman"
"Ela talvez conseguir focar no que realmente importa.","21:11","21:17",0,"Rodrigo Faerman"
"Porque no início desses projetos você acaba fazendo tudo, né?","21:17","21:21",0,"Rodrigo Faerman"
"Ela conseguir focar minimamente no que ela precisa focar, vai liberar ela, vai trazer a livre, leveza.","21:21","21:33",0,"Rodrigo Faerman"
"E tem outra coisa também que é a questão de perfil mesmo, ela não gosta de, não é de internet, por exemplo, quando eu falo pra ela das coisas que eu tô vendo de automação de AI e tal, cara, ela olha e fala assim, cara, puta que legal que você tá vendo isso, mas não precisa nem me mostrar, porque eu não tenho nem interesse de acompanhar o que tá sendo feito, né?","21:33","21:49",1,"Marseau"
"Então, também tem essa questão de não só ela focar nas coisas dela, mas até a questão de o que eu gosto de fazer de fato e o que ela gosta de fazer também se conversa bastante.","21:49","21:58",1,"Marseau"
"É...","21:59","22:02",1,"Marseau"
"E aí, você tem duas frentes, né?","22:07","22:15",0,"Rodrigo Faerman"
"Assim, acho que a gente tem que olhar pra elas, talvez separadamente, e depois ver como elas se casam.","22:15","22:19",0,"Rodrigo Faerman"
"Porque tem a dela...","22:19","22:22",0,"Rodrigo Faerman"
"Que se você não...","22:22","22:25",0,"Rodrigo Faerman"
