"sentence","startTime","endTime","speaker_id","speaker_name"
"Mais rápido que a bicicleta.","10:09","10:11",0,"speaker 1"
"O que é skate?","10:11","10:12",0,"speaker 1"
"Uma tábua com rodinhas.","10:12","10:14",0,"speaker 1"
"Ou patinete, que é uma tábua com duas rodinhas.","10:14","10:19",0,"speaker 1"
"E eu coloco cano.","10:19","10:21",0,"speaker 1"
"Acabou.","10:21","10:22",0,"speaker 1"
"Quanto tempo me levaria para construir negócio desse?","10:22","10:24",0,"speaker 1"
"Do zero.","10:24","10:27",0,"speaker 1"
"Algumas horas.","10:27","10:29",2,"speaker 3"
"Digamos que seja dia.","10:29","10:31",0,"speaker 1"
"É mais rápido que ano, dois anos?","10:31","10:33",0,"speaker 1"
"Já me ajuda a levar do palco ao palco?","10:33","10:36",0,"speaker 1"
"Sim.","10:36","10:36",0,"speaker 1"
"É incrível, vai ser uma longa distância?","10:36","10:38",0,"speaker 1"
"Não.","10:38","10:40",0,"speaker 1"
"Mas já me ajuda.","10:40","10:41",0,"speaker 1"
"E adivinha, na hora que eu subo nisso e começo a andar, eu começo a ver, cara, tem muito buraco.","10:41","10:47",0,"speaker 1"
"Eu já começo a colher algo do prático.","10:47","10:50",0,"speaker 1"
"tem muito buraco, eu preciso fazer roda maior, preciso fazer uma suspensão.","10:50","10:53",0,"speaker 1"
"E o mais legal é que quando eu começo a pegar essa inteligência, esse conhecimento me ajuda a desenhar o meu próximo passo já com insights práticos.","10:53","11:04",0,"speaker 1"
"Então, aquele carro que eu vislumbro no final, ele já vai estar colhendo, mesmo que não seja carro, eu já falo, opa, a rua, vai precisar de uma suspensão, vai precisar de uma...","11:05","11:13",0,"speaker 1"
"Eu já começo a pensar em incorporar.","11:13","11:16",0,"speaker 1"
"E aí eu incorporo.","11:16","11:17",0,"speaker 1"
"Daí eu faço patinete elétrico.","11:17","11:21",0,"speaker 1"
"Já é melhor.","11:21","11:23",0,"speaker 1"
"Daí agora eu tenho que levar outra pessoa.","11:23","11:25",0,"speaker 1"
"Olha, vai ter que aumentar, vai ter banco de trás, vamos sentar.","11:25","11:28",0,"speaker 1"
"Patinete, eu tô de pé, tô cansando, vou colocar banco.","11:28","11:31",0,"speaker 1"
"Já se torna uma bicicleta.","11:31","11:33",0,"speaker 1"
"Daí a gente começa a melhorar.","11:33","11:34",0,"speaker 1"
"Esse, eu resumi bem o conceito do MVP, que a gente fala assim, qual é o mínimo que eu preciso para colocar em ação.","11:35","11:41",0,"speaker 1"
"E isso na nossa jornada, ela acontece direto.","11:41","11:46",0,"speaker 1"
"Então, para quem tem perfeccionismo, não tem que estar tudo perfeito.","11:46","11:50",0,"speaker 1"
"E eu sou uma das pessoas, eu sou isso.","11:50","11:52",0,"speaker 1"
"Eu comecei a testar e ver, opa, isso aqui traz resultado, que legal.","11:52","11:59",0,"speaker 1"
"Eu não preciso desenhar uma experiência 100% perfeita, que é impossível, né?","11:59","12:05",0,"speaker 1"
"Somos humanos.","12:05","12:06",0,"speaker 1"
"Eu consigo desenhar uma experiência 70% perfeita, que eu coloco em ação quando?","12:06","12:12",0,"speaker 1"
"Amanhã.","12:12","12:12",0,"speaker 1"
"Entendi.","12:12","12:13",2,"speaker 3"
"Eu já testo.","12:13","12:15",0,"speaker 1"
"Eu já testo.","12:15","12:18",0,"speaker 1"
"Eu tô com uma mentorada agora que é muito...","12:18","12:20",0,"speaker 1"
"Ela é meio porra louca, desculpa.","12:20","12:22",0,"speaker 1"
"Ela sim.","12:22","12:23",0,"speaker 1"
"Eu converso com ela à noite, eu converso com ela à tarde, a gente tem ali Ela, à noite, já começa a mandar mensagem e o dia seguinte faz o negócio.","12:23","12:32",0,"speaker 1"
"Eu falei num posicionamento, ela mandou a mensagem ali.","12:32","12:37",0,"speaker 1"
"Olha, o que você acha disso?","12:37","12:38",0,"speaker 1"
"Ela criou uma newsletter, usou uma ferramenta, pegou todos os contatos dela, mandou e em dia já estava com reunião marcada pra venda num produto de 25 mil.","12:38","12:49",0,"speaker 1"
"dia.","12:49","12:52",0,"speaker 1"
"Agora, ela mandou, escreveu rapidinho, chat GPT, mandou no Whatsapp dela para cada pessoa.","12:52","13:01",0,"speaker 1"
"Ela conseguiu essa uma com uns 30, 40 pessoas que entraram, uma que Zezuin dá já para vender.","13:01","13:10",0,"speaker 1"
"Mas passaram dois dias e eu já estava com 150 pessoas na Newsletter dela.","13:10","13:15",0,"speaker 1"
"E o custo é baixíssimo.","13:15","13:17",0,"speaker 1"
"Uma vez por semana escrever textinho é tranquilo.","13:17","13:21",0,"speaker 1"
"Esse é lugar que eu gosto de explorar e que a nossa jornada vai se lapidando dessa forma.","13:22","13:33",0,"speaker 1"
"A gente coloca em ação.","13:33","13:34",0,"speaker 1"
"O que aconteceu?","13:34","13:37",0,"speaker 1"
"Reverberou?","13:37","13:38",0,"speaker 1"
"Teve algum interesse?","13:38","13:39",0,"speaker 1"
"Teve alguém que fez alguma coisa?","13:39","13:42",0,"speaker 1"
"Todas as ações que a gente faz, tipicamente, qualquer coisa que a gente for fazer, eu sempre atrelo o que a gente chama de CTA.","13:42","13:51",0,"speaker 1"
"O que é CTA?","13:51","13:53",0,"speaker 1"
"Call to Action.","13:53","13:54",0,"speaker 1"
"Tudo que a gente fizer, eu tenho que dar uma válvula de escape pra alguém fazer alguma coisa com isso, tá?","13:54","14:03",0,"speaker 1"
"Então quando a gente vai, sei lá, criar site, tem que ter claro o que a gente quer que a pessoa faça.","14:03","14:12",0,"speaker 1"
"Veja o conteúdo e fala que lindo?","14:12","14:13",0,"speaker 1"
"Não.","14:13","14:14",0,"speaker 1"
"Clique aqui pra agendar agora.","14:14","14:16",0,"speaker 1"
"Clique aqui pra gente ter uma conversa.","14:16","14:18",0,"speaker 1"
"Se a gente vai fazer uma ação no LinkedIn ou uma coisa assim, Trazer algum questionamento, o que é que vai para alguma ferramenta de agendamento já direto, calendly.","14:18","14:30",0,"speaker 1"
"A gente tinha site anterior, não.","14:30","14:32",2,"speaker 3"
"Tinha post-message, e a gente colocou formulário.","14:32","14:36",0,"speaker 1"
"O site inicial, antes da terminação, ele tinha muito conteúdo, falamos da metodologia do como, mas não tinha post-message, claro.","14:36","14:45",0,"speaker 1"
"E agora tem formulário que você já consegue atrair alguma informação daquela pessoa, poder entrar em contato depois.","14:45","14:52",0,"speaker 1"
"O call to action é nada mais uma maneira de facilitar a decisão que a pessoa já tem rolando dela.","14:52","15:03",0,"speaker 1"
"Ela já tem uma inquietude, ela já tem problema, já tem uma dor, ela já tem desejo que está rolando dentro dela.","15:03","15:11",0,"speaker 1"
"E aí a gente fala dos níveis de consciência que eu falei.","15:11","15:15",0,"speaker 1"
"Quando a gente está lidando, isso é nosso cliente ideal.","15:15","15:18",0,"speaker 1"
"alto nível de consciência, sabe que tem problema, sabe que precisa de uma solução, sabe que a Sarah é quem pode ajudá-lo, sabe que o investimento que ele está fazendo vai ter retorno muito maior.","15:18","15:32",0,"speaker 1"
"Eu investo X, eu ganho 10X, porque a minha vida muda.","15:32","15:36",0,"speaker 1"
"Esse é o nosso modelo, o perfil ideal.","15:36","15:41",0,"speaker 1"
"Agora, na realidade, a maior parte das pessoas estão nesse lugar de alta consciência, não estão.","15:41","15:46",0,"speaker 1"
"Aí eu preciso o que?","15:47","15:48",0,"speaker 1"
"Ajudar ela, aí eu preciso elevar, mostrar pra ela.","15:48","15:55",0,"speaker 1"
"Como eu faço isso?","15:55","15:57",0,"speaker 1"
"Não é necessariamente pelo conteúdo técnico, porque a neurociência vai te ajudar e a pontuação...","15:57","16:06",0,"speaker 1"
"Não, não vem.","16:06","16:06",2,"speaker 3"
"O que ela vai querer?","16:06","16:08",0,"speaker 1"
"Ela quer resolver problema.","16:08","16:10",0,"speaker 1"
"Exato.","16:10","16:11",2,"speaker 3"
"Ela tem problema latente, ela tá precisando de empurrãozinho em alguma área.","16:11","16:16",0,"speaker 1"
"Então, relação.","16:17","16:18",0,"speaker 1"
"As pessoas...","16:18","16:20",0,"speaker 1"
"eu desejo ser feliz na vida.","16:20","16:24",0,"speaker 1"
"Maravilha.","16:24","16:24",0,"speaker 1"
"O que é ser feliz na vida?","16:24","16:26",0,"speaker 1"
"Tipo, é muito abstrato.","16:26","16:28",0,"speaker 1"
"Mas eu vou além.","16:28","16:30",0,"speaker 1"
"Eu quero ter relação saudável.","16:30","16:32",0,"speaker 1"
"Todo mundo quer, né?","16:32","16:34",0,"speaker 1"
"Levanta a mão.","16:34","16:35",0,"speaker 1"
"Quer?","16:35","16:36",0,"speaker 1"
"Levanta a mão.","16:36","16:37",0,"speaker 1"
"Quem quer uma relação saudável?","16:37","16:39",0,"speaker 1"
"Vocês levantam a mão?","16:39","16:39",0,"speaker 1"
"Vocês vão levantar?","16:39","16:40",0,"speaker 1"
"Vocês também?","16:40","16:42",0,"speaker 1"
"Só que olha que armadilha a gente cai.","16:42","16:45",0,"speaker 1"
"Olha que armadilha a gente cai.","16:45","16:47",0,"speaker 1"
"Porque eu pergunto isso pra todo mundo.","16:47","16:49",0,"speaker 1"
"Todo mundo quer.","16:49","16:50",0,"speaker 1"
"Eu falo, maravilha, todo mundo vai comprar meu produto.","16:50","16:52",0,"speaker 1"
"Não.","16:52","16:53",0,"speaker 1"
"Sabe por quê?","16:53","16:54",0,"speaker 1"
"Se eu pergunto pro João o que é uma relação saudável, ele fala assim, cara, eu tive uma infância que meu pai batia na minha mãe.","16:54","17:03",0,"speaker 1"
"Ou a minha mãe batia no meu pai.","17:03","17:05",0,"speaker 1"
"Pra ele, a relação saudável é quando não tem violência física.","17:05","17:09",0,"speaker 1"
"Exato.","17:09","17:09",0,"speaker 1"
"Ele nem sabe o que é uma relação saudável.","17:09","17:11",2,"speaker 3"
"Não, nem a gente sabe.","17:11","17:12",0,"speaker 1"
"A gente vai ter que...","17:12","17:13",0,"speaker 1"
"É muito relativo pra cada.","17:13","17:14",2,"speaker 3"
"Então, o nosso trabalho, estou dando dícada e a gente vem para processos práticos.","17:15","17:21",0,"speaker 1"
"Por isso que eu te falei que é importante a gente entender para quem a gente quer oferecer, porque cada vai ter desafio.","17:21","17:31",0,"speaker 1"
"Todo mundo quer ter mais consciência desses exames, todo mundo quer ter uma...","17:31","17:35",0,"speaker 1"
"Qual é o nome do índice, do indicador, do diagnóstico?","17:35","17:39",0,"speaker 1"
"Assessment.","17:39","17:40",2,"speaker 3"
"Não, é esse.","17:40","17:42",0,"speaker 1"
"Assessment chama?","17:42","17:43",0,"speaker 1"
"Assessment do quê?","17:43","17:44",0,"speaker 1"
"É o QP, chama-se.","17:45","17:46",2,"speaker 3"
"QP é consciente de positividade.","17:46","17:49",2,"speaker 3"
"Perfeito.","17:49","17:51",0,"speaker 1"
"Quem não quer ter QP alto?","17:51","17:54",0,"speaker 1"
"Todo mundo quer.","17:54","17:55",0,"speaker 1"
"Agora, o que isso significa na prática?","17:55","17:57",0,"speaker 1"
"Se eu vim aqui para todo mundo, quem quer QP alto?","17:57","18:00",0,"speaker 1"
"Sei lá, eu quero.","18:00","18:01",0,"speaker 1"
"Agora, quem quer aqui, se olhar no espelho de manhã, e se reconhecer que a pessoa tá lá, tá feliz com essa pessoa que se enxera.","18:01","18:16",0,"speaker 1"
"Quem quer aqui faturar dez vezes mais?","18:16","18:23",0,"speaker 1"
"Quem quer aqui encontrar a relação, encontrar a sua companheira ou companheiro que você sempre sonhou e ter uma vida de sonhos, da qual você vai formar aquela família que você sempre sonhou e nunca conseguiu ter?","18:23","18:36",0,"speaker 1"
"Começa a tangibilizar, consegue ficar mais claro, tá?","18:36","18:40",0,"speaker 1"
"Parte do nosso desafio, grande parte, é essa tangibilização.","18:41","18:47",0,"speaker 1"
"Como eu faço isso?","18:47","18:49",0,"speaker 1"
"Aí a gente entra nas questões mais técnicas e vamos entrar, olha, aqui a gente tem uma metodologia.","18:49","18:57",0,"speaker 1"
"O QP não foi você que inventou, né?","18:57","18:59",0,"speaker 1"
"Não.","18:59","19:00",2,"speaker 3"
"Então, qual é o nome da tua metodologia?","19:00","19:05",0,"speaker 1"
"Não tem nome.","19:05","19:06",2,"speaker 3"
"Lógico que tem.","19:06","19:07",0,"speaker 1"
"SZ?","19:07","19:09",0,"speaker 1"
"Estou inventando, tá?","19:10","19:11",0,"speaker 1"
"Sim, entendi.","19:11","19:12",2,"speaker 3"
"Esse é o ponto.","19:12","19:14",0,"speaker 1"
"Aí a gente começa a trazer, porque isso gera autoridade, a pessoa fala, cara, tem uma metodologia, a metodologia dela...","19:14","19:20",0,"speaker 1"
"E aí você coloca o quê nela?","19:20","19:22",0,"speaker 1"
"Só o que você aprendeu de aspectos técnicos?","19:22","19:25",0,"speaker 1"
"Não.","19:25","19:25",0,"speaker 1"
"Coloca tudo que você quiser.","19:25","19:28",0,"speaker 1"
"E ela está em evolução.","19:28","19:32",0,"speaker 1"
"Aí tem uma conexão, uma apropriação, né?","19:32","19:36",0,"speaker 1"
"Você fala assim, cara, ela não está mais uma que só estudou, ela está criando algo É que hoje assim ó.","19:36","19:42",0,"speaker 1"
"Eu fui atender cara do mercado financeiro, me encontrou, através dele pedindo uma só.","19:42","19:50",2,"speaker 3"
"Maravilha.","19:50","19:51",0,"speaker 1"
"E aí fechei o contrato com ele.","19:51","19:53",2,"speaker 3"
"A esposa dele trabalha como coach, só que mais focado pra outro lado, não faz o que eu faço.","19:53","19:58",2,"speaker 3"
"Tá.","19:58","19:59",0,"speaker 1"
"E antes de ela me conhecer, hoje a gente se conhece, a gente faz troca de trabalho e ela, mas antes de ela me conhecer, ela falou Ou é uma porcaria pelo preço que ela tá cobrando, que é muito barato.","19:59","20:13",2,"speaker 3"
"Ou ela tá cobrando muito errado.","20:13","20:15",2,"speaker 3"
"E é muita entrega.","20:15","20:17",2,"speaker 3"
"Eu fiquei puto quando eu soube disso.","20:17","20:18",0,"speaker 1"
"É.","20:18","20:19",2,"speaker 3"
"Quando eles viram a entrega que foi, aí depois a gente foi conhecer eles em Balneário Camboriú, ela foi bem sincera também.","20:19","20:26",2,"speaker 3"
"Posso te falar uma coisa?","20:26","20:26",2,"speaker 3"
"Posso te falar a verdade dela?","20:26","20:28",2,"speaker 3"
