"sentence","startTime","endTime","speaker_id","speaker_name"
"A mentoria é com ela, é dela, isso pra mim tá super claro.","03:54","03:57",1,"speaker 2"
"Não, teu papel vai ser fundamental, tá?","03:57","03:59",2,"speaker 3"
"Isso sem dúvida.","03:59","04:01",2,"speaker 3"
"Porque parte do desenvolvimento, o que acontece no...","04:01","04:05",2,"speaker 3"
"A gente quer colocar a Sarah no front stage, na linha de frente.","04:05","04:09",2,"speaker 3"
"E ela ter o suporte do backstage com pessoas, com uma estrutura que dê a tranquilidade para ela seguir é o essencial.","04:09","04:20",2,"speaker 3"
"Perfeito.","04:20","04:20",1,"speaker 2"
"E o mais legal disso é que alguns clientes eu acabo entrando durante o projeto.","04:20","04:26",2,"speaker 3"
"Tem uma cliente hoje que eu dou o backstage durante.","04:26","04:31",2,"speaker 3"
"O nosso projeto evoluiu para uma parceria.","04:31","04:36",2,"speaker 3"
"Mas ela ter você aí já é diferencial animal.","04:36","04:40",2,"speaker 3"
"É incrível.","04:40","04:41",2,"speaker 3"
"Então cada ocupando esse lugar é fundamental.","04:41","04:46",2,"speaker 3"
"Mas tu tem que agarrar o boi pelo chifre e aí direcionar para o marçom para os papéis estarem muito claros aqui.","04:46","04:59",2,"speaker 3"
"Por que eu estou falando isso?","04:59","05:01",2,"speaker 3"
"Porque não adianta Aqui está acordo diferente.","05:01","05:08",2,"speaker 3"
"Você aqui liderando e não sei o que, e na hora de sair lidar com o cliente, adivinha quem lida com o cliente?","05:08","05:14",2,"speaker 3"
"Quem tem que estar mostrando de forma genuína e tem que estar falando de dinheiro, tem que estar falando de abundância, tem que estar falando de tudo.","05:14","05:22",2,"speaker 3"
"É tu.","05:22","05:22",2,"speaker 3"
"Não é ele.","05:22","05:24",2,"speaker 3"
"Por isso que é trabalho mais sutil.","05:24","05:26",2,"speaker 3"
"Ele não é só o site estar lá, o nosso público.","05:26","05:30",2,"speaker 3"
"É trabalho interno também.","05:30","05:33",2,"speaker 3"
"É uma coisa mais pessoal.","05:33","05:34",0,"speaker 1"
"Estamos entrando em crenças, estamos trabalhando valores, a gente está trabalhando nessa questão.","05:34","05:40",2,"speaker 3"
"Putz, ficou angustiada, por quê?","05:40","05:43",2,"speaker 3"
"Isso é ótimo saber, para a gente conseguir entender.","05:43","05:47",2,"speaker 3"
"Faz sentido essa angústia?","05:49","05:51",2,"speaker 3"
"Ou é alguma coisa mais profunda que talvez esteja travando outras coisas?","05:51","05:56",2,"speaker 3"
"Tu sabe do que eu estou falando, porque a gente está lidando com pessoas.","05:56","06:00",2,"speaker 3"
"Inclusive ontem eu fui na casa do Will, porque estavam...","06:00","06:07",2,"speaker 3"
"Detetizaram e dava no final assim, meia noite era o horário em princípio, daí eu falei cara, eu não, daí eu tava lá final da tarde, jantei com a minha companheira, daí eu falei, ui, tem sofá aí pra eu dormir?","06:07","06:22",2,"speaker 3"
"Aí ele vem, aí não sei o que, daí eu fui pra lá, dormi lá né, acordei cedinho, vim aqui 5h45 eu tava aqui em casa.","06:22","06:28",2,"speaker 3"
"Não teve teres hoje?","06:28","06:29",1,"speaker 2"
"Teve, exato.","06:29","06:31",2,"speaker 3"
"Eu abri tudo, dei uma limpada, tomei banho, arrumei pouquinho, fui jogar tênis e voltei.","06:31","06:38",2,"speaker 3"
"Já entrei em reunião.","06:38","06:41",2,"speaker 3"
"Então, por que eu estou contando a história?","06:41","06:42",2,"speaker 3"
"Porque a Renata falou que você está trabalhando com ela.","06:42","06:46",2,"speaker 3"
"Ela está assim, nossa, que incrível, maravilhoso e tal.","06:46","06:49",2,"speaker 3"
"Eu falei, que legal, está valendo?","06:49","06:51",2,"speaker 3"
"Falei, e aí, quanto é que está valendo o investimento?","06:51","06:56",2,"speaker 3"
"Daí ela falou que você estava fazendo uma troca.","06:56","06:58",2,"speaker 3"
"Legal, mas eu quero fazer esse clique que tu não vai fazer mais troca, não.","06:59","07:05",2,"speaker 3"
"Tá, eu sei que eu não posso mais.","07:05","07:08",0,"speaker 1"
"Isso eu tenho noção.","07:08","07:09",0,"speaker 1"
"E você é o chato da história.","07:09","07:11",2,"speaker 3"
"É isso que eu tive start ontem à noite, tá?","07:11","07:14",0,"speaker 1"
"Que chega de ajudar as pessoas e eu tenho que me ajudar, senão eu sempre me prejudico.","07:14","07:18",0,"speaker 1"
"Então, aí também, eu sempre me prejudico.","07:18","07:24",2,"speaker 3"
"É statement, é uma frase forte demais.","07:24","07:26",2,"speaker 3"
"É sempre que eu me prejudico?","07:26","07:27",2,"speaker 3"
"Não.","07:27","07:28",2,"speaker 3"
"Mas talvez ajudar a pessoa, você tá deixando, né?","07:28","07:33",2,"speaker 3"
"É o exemplo lá do...","07:33","07:35",2,"speaker 3"
"Em caso de emergência, coloca a máscara em você antes de ajudar todo mundo.","07:35","07:38",2,"speaker 3"
"Sim.","07:38","07:38",0,"speaker 1"
"Você vai aplicar isso sempre, tá?","07:38","07:41",2,"speaker 3"
"Não dê a tua máscara antes de você...","07:41","07:44",2,"speaker 3"
"Tô bem?","07:44","07:44",2,"speaker 3"
"Tô forte?","07:44","07:45",2,"speaker 3"
"Tô legal?","07:45","07:46",2,"speaker 3"
"Tô estável?","07:46","07:46",2,"speaker 3"
"Tô pagando a conta?","07:46","07:47",2,"speaker 3"
"Tô indo jantar com o meu marido num restaurante legal antes de eu pensar em ficar dando?","07:47","07:52",2,"speaker 3"
"Não tô?","07:52","07:54",2,"speaker 3"
"Então, calma, não tem esse ponto.","07:54","07:57",2,"speaker 3"
"Eu não vou exagerar de falar que tá errado.","07:57","08:00",2,"speaker 3"
"Eu vou ser muito cauteloso com as minhas palavras, porque quem sou eu pra dizer que tá errado?","08:00","08:03",2,"speaker 3"
"Mas dentro da coerência que eu quero te trazer, dentro desse sentimento que você tá me trazendo, eu tenho que ser coerente junto com você e criar uma linha que aquilo que você tá oferecendo vale muito.","08:03","08:16",2,"speaker 3"
"Vale muito.","08:16","08:18",2,"speaker 3"
"Assim como vocês estão fazendo investimento aqui.","08:18","08:21",2,"speaker 3"
"Não é custo é investimento.","08:21","08:23",2,"speaker 3"
"Vale muito mais.","08:23","08:24",2,"speaker 3"
"Por quê.","08:24","08:25",2,"speaker 3"
"Porque se o nosso plano juntos somos time jogando no mesmo time.","08:25","08:31",2,"speaker 3"
"Cara se dependente de quem vai marcar o gol se eu sou eu ou você ou você.","08:31","08:37",2,"speaker 3"
"A gente está de coerente não estamos levando o gol estamos fazendo o gol.","08:37","08:42",2,"speaker 3"
"Vai ser vitória.","08:42","08:44",2,"speaker 3"
"Eu vou ter case de sucesso.","08:44","08:49",2,"speaker 3"
"Espero mais.","08:49","08:51",2,"speaker 3"
"Vocês vão olhar.","08:51","08:53",2,"speaker 3"
"Caraca, valeu muito a pena.","08:53","08:55",2,"speaker 3"
"Por quê?","08:55","08:55",2,"speaker 3"
"O ROI nosso foi em mês.","08:55","08:59",2,"speaker 3"
"Vendi...","08:59","09:00",2,"speaker 3"
"Eu chutei, eu falei mais naquele número, eu gosto do número 18.","09:00","09:04",2,"speaker 3"
"Mas se a gente falar 18, 36, 48.","09:04","09:09",2,"speaker 3"
"Três vendas, pagou.","09:09","09:10",2,"speaker 3"
"Três vendas, são três pessoas que se a gente tocar e mostrar aquilo que você está fazendo...","09:12","09:19",2,"speaker 3"
"Deu ROI?","09:19","09:20",2,"speaker 3"
"ROI você sabe o que é, né?","09:20","09:22",1,"speaker 2"
"O retorno?","09:22","09:22",0,"speaker 1"
"O retorno do investimento.","09:22","09:24",1,"speaker 2"
"ROI é...","09:24","09:26",2,"speaker 3"
"Qualquer coisa você me pausa, tá?","09:26","09:27",2,"speaker 3"
"Porque aí às vezes a gente...","09:27","09:28",1,"speaker 2"
"Vai perguntando.","09:28","09:30",1,"speaker 2"
"É, sim.","09:30","09:31",1,"speaker 2"
"Não se preocupe.","09:31","09:31",0,"speaker 1"
"Se eu tiver dúvida eu pergunto.","09:31","09:33",0,"speaker 1"
"Pergunta.","09:33","09:34",2,"speaker 3"
"ROI é o retorno no investimento.","09:34","09:36",2,"speaker 3"
"Então é Return On Investment.","09:36","09:38",2,"speaker 3"
"Então assim, se eu investir 100, É muito ou pouco?","09:38","09:43",2,"speaker 3"
"Depende.","09:43","09:44",2,"speaker 3"
"Quanto eu tive de retorno?","09:44","09:46",2,"speaker 3"
"200.","09:46","09:47",2,"speaker 3"
"Valeu a pena?","09:47","09:48",2,"speaker 3"
"Eu faria isso todo mês?","09:48","09:50",2,"speaker 3"
"Se todo mês eu te falasse, Rodrigo, investe 100, eu te dou 200.","09:50","09:54",2,"speaker 3"
"Investe 1.000, eu te dou 2.000.","09:54","09:56",2,"speaker 3"
"Investe 100.000, eu pego empréstimo.","09:56","10:00",2,"speaker 3"
"Para fazer o negócio.","10:00","10:01",1,"speaker 2"
"Que vão me cobrar não sei quanto de juros.","10:01","10:03",2,"speaker 3"
"me cobra 20%.","10:03","10:04",2,"speaker 3"
"Me cobra, porque em mês eu tenho 100% de retorno.","10:04","10:08",2,"speaker 3"
"Perfeito.","10:08","10:09",2,"speaker 3"
"Então, tu é o cara que vai dar aula pra gente disso.","10:09","10:12",2,"speaker 3"
"Vai ser a tua mentoria, tá?","10:12","10:15",2,"speaker 3"
"Então, o nosso objetivo é esse.","10:15","10:17",2,"speaker 3"
"Eu entrei pra fazer o negócio acontecer.","10:17","10:22",0,"speaker 1"
"Não tem erro nesse meio do caminho.","10:22","10:24",0,"speaker 1"
"Não tempo pra perder tempo.","10:24","10:25",0,"speaker 1"
"Então, é fazer o negócio acontecer.","10:25","10:27",2,"speaker 3"
"Maravilha.","10:27","10:27",2,"speaker 3"
"E eu acho que até, fazendo pequeno parênteses também, porque a gente acabou falando e eu não falei do que lugar que eu chego aqui hoje, né?","10:27","10:32",1,"speaker 2"
"Acho que foi uma coisa...","10:32","10:34",1,"speaker 2"
"Esse processo do sabático, me ajudou muito a eu enxergar minhas finanças de uma forma diferente.","10:34","10:41",1,"speaker 2"
"Primeiro, eu percebi o quanto eu era muito easygoing e ajudava muito as pessoas que não deveriam ajudar.","10:41","10:52",1,"speaker 2"
"Isso com relação à minha família, com relação à empresa que a gente teve e tal.","10:52","10:56",1,"speaker 2"
"Então, eu poderia ter saído da XP com patrimônio maior se eu tivesse sido mais diligente com o patrimônio que eu fui conquistando.","10:56","11:03",1,"speaker 2"
"E também percebi sentimento inerente de falta.","11:03","11:08",1,"speaker 2"
"Sempre estava faltando algo.","11:08","11:11",1,"speaker 2"
"Tipo escassez mesmo?","11:11","11:16",2,"speaker 3"
"Sensação de escassez.","11:16","11:18",1,"speaker 2"
"Mas isso com os dois, né?","11:18","11:19",0,"speaker 1"
"Eu e você.","11:19","11:20",0,"speaker 1"
"Acho que a gente é muito forte e eu estou contando tudo isso porque o que foi muito importante ao longo desse sabático?","11:20","11:27",1,"speaker 2"
"Eu comecei a fazer uma série de leituras a leitura do Jules Penza, a leitura sobre física quântica, a leitura sobre a gente realmente ter contato maior com não só a nossa intuição, mas a gente tentar adequar uma frequência de tipo assim, eu não vou sentir abundância quando eu tiver tanto dinheiro na conta, eu tenho que sentir essa abundância hoje e aí isso tem todos os espectros e esferas que isso acaba atingindo.","11:27","11:55",1,"speaker 2"
"Pois, se eu for pensar assim, quando eu comecei o meu sabático, eu estava com uma sensação, eu estava com dinheiro que eu não tinha gasto todos esses meses, estava com uma sensação maior de escassez do que eu estou agora, sendo que...","11:57","12:09",1,"speaker 2"
"Por isso até que na semana passada, quando a gente foi almoçar, eu falei, cara, esse é investimento que se eu fizer conta, eu não estaria fazendo esse investimento, mas eu entendo que é investimento que vai possibilitar outras coisas e eu estou pronto pra ir all in, porque acho que eu fui mudando pouco essa minha mentalidade e até essa sensação.","12:09","12:24",1,"speaker 2"
"Então foi até bom pra eu poder dar apoio pra ela, porque isso era uma coisa que nós dois estávamos vibrando muito, esse sentimento de falta, de escassez e querendo ou não, a gente tem uma puta de uma vida, a gente tem lugar pra morar, a gente tem comida, a gente não tem nada pra reclamar de fato.","12:24","12:37",1,"speaker 2"
"Eu me sinto bem, comecei a fazer até uma avaliação, eu tenho journal que eu acabo escrevendo todo dia.","12:38","12:47",1,"speaker 2"
"Eu falei, por que eu estou buscando emprego em CLT hoje?","12:47","12:50",1,"speaker 2"
"Porque eu estou com medo de não ter dinheiro para pagar a conta.","12:50","12:52",1,"speaker 2"
"Mas é isso que eu quero de fato?","12:52","12:54",1,"speaker 2"
"É esse o trabalho que eu quero seguir daqui para frente?","12:54","12:56",1,"speaker 2"
"Cara, não, não é.","12:56","12:57",1,"speaker 2"
"Então eu comecei a tentar tirar pouco a questão financeira para ir pouco para o que me dá brilho no olho, o que eu tenho vontade de fazer.","12:57","13:04",1,"speaker 2"
"Ela mesma falou, você começou a ver esse negócio de Challenge Funnel e tal, você começou a brilhar o teu olho versus todas as oportunidades que eu estava vendo de emprego não estava brilhando.","13:04","13:14",1,"speaker 2"
"Muito legal que vocês estão caminhando nessa jornada juntos.","13:14","13:21",2,"speaker 3"
"Isso é fenomenal.","13:21","13:24",2,"speaker 3"
"Isso talvez seja dos maiores diferenciais que vocês vão ter nessa jornada em estarem juntos, trilhando isso.","13:24","13:33",2,"speaker 3"
"Por quê?","13:33","13:34",2,"speaker 3"
"Porque não vai demorar muito pra tu também tá fazendo as tuas coisas.","13:34","13:39",2,"speaker 3"
"Então vai ser uma oportunidade de usar a Sarah como espelho, de certa forma.","13:39","13:45",2,"speaker 3"
"Você dando esse suporte e daí você fala, cara...","13:45","13:49",2,"speaker 3"
"Putz...","13:49","13:52",2,"speaker 3"
"Parece loucura e se a gente olhar e fazer as contas à ponta dos dedos, logicamente, racionalmente, isso é investimento alto.","13:52","14:00",2,"speaker 3"
"A mentoria que eu entrei há ano, que eu te falei com o pessoal de IA, 88 mil.","14:00","14:08",2,"speaker 3"
"Quantas pessoas entraram?","14:08","14:10",2,"speaker 3"
"Não muitas.","14:10","14:11",2,"speaker 3"
"Mas por quê?","14:11","14:12",2,"speaker 3"
"Olha que interessante.","14:12","14:14",2,"speaker 3"
"O Alan é cara que, eu falei, esse cara é gênio, esse cara é incrível, esse cara é super referência da IA.","14:14","14:22",2,"speaker 3"
"Quando ele falou dessa ideia da mentoria, eu falei, esse cara em ano ninguém vai conseguir conversar com ele.","14:22","14:30",2,"speaker 3"
"Ele vai estar assim e aí vem total, ele não vai conseguir parar para os mentorados dele para sentar e passar uma, duas, três horas conversando.","14:31","14:41",2,"speaker 3"
"Eu falei, este é o momento.","14:41","14:44",2,"speaker 3"
"Tem amigo meu que ele fala negócio muito legal, ele fala assim, cara, você tem que buscar mentores que não estão 200 passos na tua frente.","14:44","14:52",2,"speaker 3"
"Você tem que buscar mentores que estão dois, três passos na tua frente.","14:52","14:56",2,"speaker 3"
"Porque se o cara está a uma distância muito grande, você não vai ter ponto de referência, ficar muito distante.","14:56","15:03",2,"speaker 3"
"Então, o lugar onde você está, eu tive há alguns anos atrás, não muitos.","15:03","15:08",2,"speaker 3"
"E daí eu fui para a consultoria, daí eu voltei para a mentoria.","15:08","15:11",2,"speaker 3"
"Então, assim, eu não estou 200 passos à tua frente.","15:11","15:15",2,"speaker 3"
"Estou 4 passos à tua frente.","15:15","15:17",2,"speaker 3"
"E isso é interessante.","15:17","15:20",2,"speaker 3"
"E eu estou te trazendo isso já como recurso, já é conteúdo.","15:20","15:23",2,"speaker 3"
"Porque as mentoradas que você vai ter, Elas não estão, elas não podem estar 200 passos atrás de você, senão você fica muito distante.","15:23","15:32",2,"speaker 3"
"E você já está super acessível, talvez seja acessível demais.","15:32","15:37",2,"speaker 3"
"E aí a gente vai começar a fazer esse ajuste.","15:37","15:39",2,"speaker 3"
"Isso é interessante.","15:39","15:41",2,"speaker 3"
"amigo meu, que é mentor, ele fala, cara, você não pode estar, senão você fica muito distante.","15:41","15:47",2,"speaker 3"
"Por isso que você vê uma galera famosa que eles estão num grupinho deles e não tem ninguém de fora, porque não adianta, eles são muitos passos na frente, a galera que está fazendo, tem dezenas de milhões, tem alguém que segue, alguma referência em alguma coisa, em qualquer coisa.","15:47","16:06",2,"speaker 3"
"Pode ser de qualquer mundo.","16:08","16:10",2,"speaker 3"
"A parte de neurociência, sim.","16:10","16:14",0,"speaker 1"
"Maravilha.","16:14","16:15",2,"speaker 3"
"O mais famoso.","16:15","16:17",2,"speaker 3"
"O médico, tem psiquiatra.","16:17","16:19",0,"speaker 1"
"Até tinha marcado uma consulta com ele porque eu tava com curiosidade.","16:19","16:21",0,"speaker 1"
"Ele é brasileiro?","16:21","16:22",2,"speaker 3"
"É.","16:22","16:23",0,"speaker 1"
"Tá, legal.","16:23","16:24",2,"speaker 3"
"Tanto que não consegui desmarcar a consulta.","16:24","16:27",0,"speaker 1"
"Porque o cara não tempo.","16:27","16:28",2,"speaker 3"
"A gente tinha 6 meses para fazer e desmarcaram acima.","16:28","16:33",1,"speaker 2"
"É isso.","16:33","16:34",2,"speaker 3"
"E aí a gente cai nesse lugar.","16:34","16:36",2,"speaker 3"
"Eu quero ter a consulta com ele?","16:36","16:38",2,"speaker 3"
"Eu quero.","16:38","16:39",2,"speaker 3"
"Mas esperar 6 meses?","16:39","16:42",2,"speaker 3"
"Esperar 1 ano?","16:42","16:43",2,"speaker 3"
"Eu fui entrar em uma outra e o cara vai ter consulta aqui 1 ano.","16:43","16:47",2,"speaker 3"
"E a agenda é cheia e a consulta é R$2.800.","16:47","16:50",2,"speaker 3"
"É, isso aí.","16:54","16:55",0,"speaker 1"
"Entende?","16:55","16:56",2,"speaker 3"
"Você vê, ele já não está mais disponível, está muito longe.","16:56","16:59",2,"speaker 3"
"E aí quando tem alguém ali pouquinho, então o nosso posicionamento...","16:59","17:03",2,"speaker 3"
"intermediário.","17:03","17:04",2,"speaker 3"
"Isso.","17:04","17:04",2,"speaker 3"
"E isso é algo até legal de trazer como parte da nossa fala.","17:04","17:09",2,"speaker 3"
"Olha, eu já estive no teu lugar.","17:09","17:12",2,"speaker 3"
"Eu sei o que você está passando.","17:12","17:14",2,"speaker 3"
"Está aqui o caminho.","17:14","17:16",2,"speaker 3"
"Entende?","17:16","17:16",2,"speaker 3"
"Isso traz lugar de maior proximidade.","17:16","17:20",2,"speaker 3"
"Beleza?","17:20","17:21",2,"speaker 3"
"Vamos lá.","17:23","17:24",2,"speaker 3"
"Eu vou abrir algumas coisitas aqui.","17:24","17:27",2,"speaker 3"
"Eu já tinha preparado...","17:27","17:30",2,"speaker 3"
"Eu não vi todos os detalhes que se mandou.","17:30","17:35",2,"speaker 3"
"Eu já tinha olhado o site.","17:35","17:37",2,"speaker 3"
"Você que fez o site, né?","17:37","17:39",2,"speaker 3"
"Foi.","17:39","17:39",1,"speaker 2"
"Depois se você quiser até fazer comparativo, eu até tirei print do site como ele era antes, daquele nosso primeiro papo lá, que você falou, o nome não é sexy e tal.","17:40","17:49",1,"speaker 2"
"Então já teve uma pequena evolução, mas até depois do nosso papo no café eu já vi que dá para melhorar muito mais.","17:49","17:55",1,"speaker 2"
"Até os próprios depoimentos, eu comecei a ficar mais crítico com os depoimentos, porque no depoimento tem uma das que falam assim, o processo de neurociência dela já afastou monte de gente, não é depoimento que vai conectar com quem está ali.","17:55","18:08",1,"speaker 2"
"Agora o áudio já é depoimento.","18:08","18:11",0,"speaker 1"
"O áudio é o mais transparente possível.","18:11","18:14",1,"speaker 2"
"Cara, eu não dormia uma semana e meia e eu consegui dormir.","18:14","18:17",1,"speaker 2"
"Tá, o que eu falei de neurociência ali?","18:17","18:19",2,"speaker 3"
"Nada.","18:19","18:20",2,"speaker 3"
"Nada.","18:20","18:20",2,"speaker 3"
"O que eu falei da tua metodologia?","18:20","18:24",2,"speaker 3"
"Nada.","18:24","18:24",0,"speaker 1"
"Nada.","18:24","18:25",2,"speaker 3"
"Que eu falei do resultado que muita gente quer.","18:25","18:28",2,"speaker 3"
"Da dor que muita gente quer.","18:28","18:30",2,"speaker 3"
"E o caso dessa menina que mandou esse áudio, é super interessante porque ela não estava conseguindo dormir porque a mãe dela estava cometida com problema de saúde.","18:30","18:39",1,"speaker 2"
"Antes de eu fazer o atendimento com ela, esse atendimento específico, eu tento me conectar pelo menos 5 minutinhos antes do atendimento com a pessoa, onde ela está.","18:39","18:50",0,"speaker 1"
"E eu estava sentindo uma sensação de morte.","18:50","18:53",0,"speaker 1"
"Aí eu fiquei pensando, será que a mãe dessa menina morreu?","18:53","18:55",0,"speaker 1"
"E aí, quando eu comecei a atender ela, eu perguntei, como é que tá tua mãe?","18:56","18:59",0,"speaker 1"
"A primeira coisa que eu perguntei, que a mãe dela tinha acabado de fazer ..","18:59","19:02",0,"speaker 1"
"ter colocado assistente que tinha tido infarto, né?","19:02","19:05",0,"speaker 1"
"minha mãe tá ótima, já tá querendo...","19:05","19:07",0,"speaker 1"
"Então, por que você tá com essa sensação de morte?","19:07","19:10",0,"speaker 1"
"Aí ela falou, como é que você sabe?","19:10","19:12",0,"speaker 1"
"Aí eu falei, eu tô sentindo que você tá com sensação de morte.","19:12","19:15",0,"speaker 1"
"De que ela vai morrer e dela, eu não tô conseguindo dormir, eu tô acordada uma semana do lado dela, porque eu tô achando que ela vai morrer, não vai respirar, e eu chego perto dela pra saber se ela tá respirando, E aí foi onde eu conversei muito com ela, nesse dia, e aí a manutenção ela...","19:15","19:30",0,"speaker 1"
"Essa já fez o atendimento lá atrás, já tem ano, e ela tá numa parte hoje que eu faço manutenção com ela.","19:30","19:38",0,"speaker 1"
"Só do que ela precisa.","19:38","19:39",0,"speaker 1"
"Então...","19:39","19:41",2,"speaker 3"
"Você faz manutenção?","19:41","19:42",2,"speaker 3"
"Quanto?","19:42","19:44",2,"speaker 3"
"Essa daí eu tô fazendo free, porque eu nunca fiz manutenção na minha vida.","19:44","19:49",0,"speaker 1"
"Então ela eu entrei pra fazer teste, pra ver se funcionava.","19:49","19:53",0,"speaker 1"
"E tá fazendo super bem pra ela.","19:54","19:57",0,"speaker 1"
"Mas o que é legal é que tem espaço pra recorrência, né?","19:57","19:59",1,"speaker 2"
"Como você falou do...","19:59","19:59",1,"speaker 2"
"Que eu queria fazer teste pra saber se...","19:59","20:01",1,"speaker 2"
"Chegou num determinado estágio, pô, vamos fazer o próximo passo, né?","20:01","20:04",1,"speaker 2"
"Eu nem sei quanto que eu cobro de manutenção.","20:04","20:08",0,"speaker 1"
"Acho que o pricing é problema crônico aqui em todas as etapas do processo.","20:08","20:12",1,"speaker 2"
"É que daí, olha só, a gente tem desequilíbrio, claro, entende?","20:12","20:17",2,"speaker 3"
"Eu tô dando, tá mudando a vida, é incrível, maravilhoso.","20:17","20:20",2,"speaker 3"
"Quanto eu tô cobrando?","20:20","20:21",2,"speaker 3"
"Nada.","20:21","20:22",0,"speaker 1"
"Pouco.","20:22","20:23",2,"speaker 3"
"Entende?","20:23","20:24",2,"speaker 3"
"Tem desequilíbrio ali e a gente vê que é uma...","20:24","20:26",2,"speaker 3"
